marker,id,eda_avg,eda_increase,scr_avg,scr_increase,scl_avg,scl_increase,start
cognitive1,pillango,3.6156486002604167,6.837050301155757e-6,-0.07514156389809419,1.727689470648515e-4,3.6907901641585106,0,00:34:45
cognitive2,pillango,4.258204487179487,1.3046962654271525e-4,-0.11233139320729969,2.924471517756442e-4,4.370535880386787,6.925955218387317e-5,00:38:39
baseline,pingvin,5.250361607142857,2.4113475177304993e-4,-0.074540910436956,3.7872531402552407e-4,5.3249025175798135,8.302485479925049e-5,00:13:48
cognitive1,pingvin,6.0619296875,1.388572358782355e-4,-0.024872251446170116,2.1384609853600264e-4,6.08680193894617,2.1994873732273486e-5,00:21:59
cognitive2,pingvin,5.8672195512820515,7.869850937650187e-5,-0.03403361543263731,1.7392008995451195e-4,5.901253166714689,1.677745827024378e-5,00:25:35
physical,pingvin,6.411386979166666,8.856473039854542e-6,-0.06456604262571117,1.65377597854163e-4,6.475953021792377,3.4129724301680035e-8,00:43:00
baseline,puccparade,6.507933262711864,1.5814569536423687e-4,-0.05964625034065138,2.9587363764946203e-4,6.567579513052515,3.961976260089983e-5,00:13:16
physical,puccparade,6.602658072916666,5.566553790049486e-4,-0.04704425363580511,6.038063643867926e-4,6.649702326552472,1.2183562297077471e-4,00:19:51
cognitive1,puccparade,6.724716968911917,8.161943319838078e-5,-0.06393816092573425,2.1400921646847894e-4,6.788655129837651,4.227139336233521e-6,00:38:05
cognitive2,puccparade,6.772870972938144,2.616400837763829e-4,-0.042019603395690455,3.5039568827316116e-4,6.814890576333835,5.481056129357131e-5,00:41:38
baseline,pumukli2,4.355246875,9.9505079447773e-5,-0.07809300552414539,2.479039580212433e-4,4.433339880524145,1.9643689759649704e-8,00:00:25
physical,pumukli2,8.279909635416667,0.0018069809846314126,0.03818888013622637,0.001749641965729773,8.24172075528044,4.326333806674413e-4,00:06:33
cognitive1,pumukli2,6.712032722513089,1.0423825887743392e-4,-0.23548814727815692,3.2347268959649134e-4,6.947520869791246,4.3792705629566546e-6,00:24:01
cognitive2,pumukli2,5.49792044005102,1.6823473130282262e-4,-0.03571095702634483,2.5887490438823214e-4,5.533631397077365,4.371232190877574e-5,00:27:25
baseline,pupak,4.557229166666667,1.4430841364938794e-4,-0.13489149041364373,3.325837353240799e-4,4.69212065708031,4.3991049231966864e-5,00:14:01
physical,pupak,6.398734635416667,0.0013896848137535808,-0.015770497211775175,0.0013856821587165068,6.414505132628442,1.8881777983860738e-4,00:19:57
cognitive1,pupak,5.402845377604167,3.8450268598404675e-4,-0.04742170752131837,4.890795039932011e-4,5.450267085125485,3.924516204940705e-5,00:37:10
cognitive2,pupak,5.381332532051282,4.689854143292194e-4,-0.006613463390986763,5.144257374388379e-4,5.387945995442268,1.0185237479433427e-4,00:40:56
baseline,pottyoslabda,4.260677966101695,9.520529801324509e-4,-0.027274682291409405,9.821182498920826e-4,4.287952648393104,1.0819846892473896e-4,00:14:49
physical,pottyoslabda,3.2902893229166668,4.2068246939307104e-4,-0.019284750868161966,4.676896955850785e-4,3.3095740737848285,7.567352459889849e-5,00:23:33
cognitive1,pottyoslabda,3.2081854059278347,4.108264862252301e-5,-0.06706551815343446,1.908695219953612e-4,3.2752509240812695,6.541685402831747e-7,00:42:17
cognitive2,pottyoslabda,3.502546314102564,1.2758454880589843e-4,-0.0593399908052352,2.5152383904401994e-4,3.5618863049077993,1.7336059478758183e-5,00:46:03
baseline,qitc66,7.744170430672269,4.856842658261101e-4,0.07595945687210136,4.1526353317717355e-4,7.668210973800168,2.720695838584941e-4,00:16:35
cognitive1,qitc66,8.548268944300519,3.7894736842105286e-4,-0.008547945455225157,4.2320534773909e-4,8.556816889755742,4.957911557708865e-5,00:24:09
cognitive2,qitc66,8.407939572704082,2.3010684101419055e-4,-0.02579649971764682,3.061717175045016e-4,8.433736072421729,3.1310788091978385e-5,00:28:06
physical,qitc66,8.286549107142857,2.7239296033622064e-4,-0.03068629051358963,3.563061205328478e-4,8.317235397656447,4.581123958634501e-5,00:45:14
baseline,realgeri,0.7697126068376068,7.213465134918521e-6,-0.008049058372628867,3.153438866507584e-5,0.7777616652102357,1.4072372512737162e-7,00:13:22
cognitive1,realgeri,1.00468798828125,5.290574637799122e-5,0.013515457913984102,5.0809145613005805e-5,0.9911725303672659,4.321881130407789e-5,00:21:00
cognitive2,realgeri,1.0758827720207254,3.238866396761122e-5,-0.010539427102248729,6.736623920077052e-5,1.086422199122974,6.3672175308817076e-6,00:24:59
physical,realgeri,1.2668419117647058,1.2319411610191755e-4,0.022748999845819618,1.1355874601909993e-4,1.2440929119188862,7.123757723855631e-5,00:40:53
baseline,red_black,2.253031512605042,5.148410822169692e-5,-0.0444811671841737,1.6009282865512826e-4,2.297512679789216,2.62661349588451e-6,00:13:06
physical,red_black,4.1760703125,9.604063558218283e-4,-0.0763128242654132,0.001029914455143768,4.252383136765413,1.190912417350392e-4,00:19:22
cognitive1,red_black,3.078189755154639,2.4101820525213475e-4,-0.08067709318151754,3.639811199616818e-4,3.1588668483361566,4.079011321013694e-5,00:35:23
cognitive2,red_black,2.505393269230769,4.247475556980309e-5,-0.06397228675318778,1.888543113422813e-4,2.569365555983957,1.0601412722702121e-7,00:39:07
baseline,reki,5.198408613445378,2.398213816653536e-4,-0.0012234830384037544,2.6452752475931084e-4,5.199632096483782,4.613516839089158e-5,00:13:37
physical,reki,6.238263802083333,5.100286532951294e-4,-0.018845432182804708,5.325061013679224e-4,6.257109234266138,8.791414330368418e-5,00:19:24
cognitive1,reki,5.133783678756476,1.4995951417004022e-4,-0.013951369435644588,2.0771758814108274e-4,5.147735048192121,3.9186264491918785e-5,00:34:57
cognitive2,reki,5.222149038461538,2.5516909761179644e-4,-0.0032389550515145196,2.9760085910878126e-4,5.225387993513053,7.883790080789097e-5,00:38:27
baseline,smith,4.96984112394958,2.2064617809298563e-5,-0.04827280651898121,1.4508625641071005e-4,5.018113930468561,0,00:14:33
cognitive1,smith,6.844681862113402,2.1846302561623915e-4,-0.0868750217440431,3.705827820798856e-4,6.9315568838574455,2.662462200420248e-7,00:23:27
cognitive2,smith,7.178646314102564,3.864401346369597e-4,-0.05870324860322586,4.937094317900144e-4,7.2373495627057896,2.4887451974433107e-5,00:27:05
physical,smith,7.76986875,2.9252409481636034e-4,-0.051733161109372906,3.947229039210764e-4,7.821601911109373,1.919604667110954e-5,00:43:50
baseline,snusz,4.680802864583333,0.0019898411044542838,-0.04737325014772091,0.0020350922508524296,4.728176114731054,1.386407956168129e-4,00:12:18
cognitive1,snusz,5.770822428385417,0.0024911281132996904,-0.01049172746642099,0.0024649595028403324,5.781314155851837,2.970665770524446e-4,00:20:22
cognitive2,snusz,5.527282206632653,0.00225609950566098,0.002349350739735062,0.002182902997148929,5.524932855892918,3.742980460216601e-4,00:24:40
physical,snusz,7.0398179687499995,0.003153425371190413,-0.0980501022208383,0.003091834832997937,7.137868070970838,4.6899381341252734e-4,00:45:05
baseline,sved,4.121219010416667,5.470174524615796e-5,-0.04050190433812903,1.5703780441903007e-4,4.161720914754795,4.818524328294703e-6,00:14:55
physical,sved,4.359566927083333,2.922636103151855e-4,-0.010381103875047365,3.2730231170617706e-4,4.369948030958381,4.371783076729952e-5,00:22:02
cognitive1,sved,1.9373939790575916,1.4138438880706967e-4,-0.02486382670888574,2.141299077457753e-4,1.9622578057664772,1.623789183787969e-5,00:38:20
cognitive2,sved,1.6235364847715736,1.2422655878153272e-4,-0.005691533303396103,1.607821923081236e-4,1.6292280180749696,3.430054840811562e-5,00:42:10
baseline,szandi,6.0216276041666665,6.548580359468617e-4,-0.024703318483894524,6.986431030214025e-4,6.0463309226505615,1.089513082151598e-4,00:12:45
physical,szandi,6.727900260416667,0.0010005209690023453,-0.024428273392237698,0.0010152482500098408,6.752328533808904,9.550510746676127e-5,00:18:10
cognitive1,szandi,5.664541666666667,2.1829724890118823e-4,-0.04716676968875907,3.1201315673322545e-4,5.711708436355425,9.472840799314165e-6,00:35:05
cognitive2,szandi,5.527842147435897,3.966981888123092e-4,-2.1079192183773974e-4,4.250357533889438e-4,5.528052939357735,9.426259060308927e-5,00:38:36
baseline,tizenegyes,7.526504726890757,2.8395061728395094e-4,-8.314666423376867e-4,3.2156394102651433e-4,7.527336193533094,9.96190946622161e-5,00:15:25
cognitive1,tizenegyes,9.048653497409326,4.9311740890688e-4,-0.01728284046424362,5.406226750304047e-4,9.06593633787357,6.860196557736661e-5,00:23:55
cognitive2,tizenegyes,8.981694104381443,4.6463670049943617e-4,-0.023726771639993646,5.308042275243799e-4,9.005420876021438,8.121759912373419e-5,00:27:37
physical,tizenegyes,9.4928859375,7.569679604063564e-4,-0.014148161323695866,7.837695720137016e-4,9.507034098823697,1.034301708731188e-4,00:47:36
baseline,toll,2.92334768907563,1.0612030470186531e-4,-0.022989606549505864,1.7563473466651925e-4,2.946337295625136,1.7396807717221985e-5,00:13:33
cognitive1,toll,3.1248199869791664,1.5399641868793753e-4,-0.014600332037557045,2.0397903799337057e-4,3.1394203190167236,2.530236891130811e-5,00:21:02
cognitive2,toll,3.1314364035087716,7.640285139828188e-5,-0.04283171699180712,1.8323131144841383e-4,3.174268120500579,2.9811267036008226e-6,00:24:37
physical,toll,2.98678671875,1.0940349049231557e-4,-0.05036888513562767,2.3718623707272106e-4,3.0371556038856276,2.8277327822540724e-5,00:27:56
baseline,tundi,5.84552993697479,8.563173102180161e-5,-0.08279014905185654,2.531029590601525e-4,5.9283200860266465,3.493733187824414e-6,00:13:45
cognitive1,tundi,7.4797373046875,7.395409409083515e-4,0.005774041557658124,7.485752585324549e-4,7.473963263129842,1.4163786809970728e-4,00:20:52
cognitive2,tundi,7.369936868686868,4.959747434885557e-4,-0.028335307058207655,5.621572429921146e-4,7.398272175745077,9.54937757366376e-5,00:24:28
physical,tundi,6.855528385416666,3.774420421984896e-4,-0.1518842498407981,5.092197911267677e-4,7.007412635257465,2.502655901097454e-5,00:41:25
baseline,unbutu,7.399044226694915,6.550993377483439e-4,0.03596040620887848,6.256111173400929e-4,7.363083820486037,1.7864060556411902e-4,00:16:37
cognitive1,unbutu,9.58781396484375,6.198925606381227e-4,-0.010313043101993916,6.521212221790642e-4,9.598127007945743,1.0272634119208135e-4,00:24:02
cognitive2,unbutu,9.434088273195876,2.8935073304334034e-4,-0.04205418152881698,3.8824054628751705e-4,9.476142454724693,3.1997902663671605e-5,00:28:05
physical,unbutu,9.467872111344537,3.814026792750206e-4,-0.07250833856942386,4.864811251554184e-4,9.540380449913961,2.3563015660666358e-5,00:45:55
baseline,vili,3.18719375,2.042198489189894e-4,-0.012571670708343672,2.6584172077467124e-4,3.1997654207083435,7.303605714227826e-5,00:13:24
cognitive1,vili,3.50077978515625,2.7527266807748674e-4,-0.021803525120186077,3.248189087015026e-4,3.522583310276436,3.9467645749042787e-5,00:21:50
cognitive2,vili,3.466212019230769,2.4651386440134647e-4,-0.02542132089347184,3.020396049483858e-4,3.491633340124241,5.29342604550643e-5,00:25:43
physical,vili,3.8149957983193277,2.700288941423691e-4,-0.03638191981824752,3.421655965113433e-4,3.851377718137575,3.690379236906917e-5,00:39:24
